id,name,price,volume_24h,volume_change_24h,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,market_cap,market_cap_dominance,fully_diluted_market_cap,last_updated
2668,Independent Money System,0.00226273487325,0.0,0.0,0.36249065,-0.48496678,-4.5809477,-8.76678801,32.00788323,-5.77087066,12148.47328279012,0.0,12148.47,2021-11-24T05:04:04.000Z
2669,UNICORN Token,0.00011313674366233283,7.33174359,-17.8994,0.36249065,-0.48496678,-4.61774937,-63.50884884,-66.99898882,-76.44271767,12095.733070045393,0.0,1108740.09,2021-11-24T05:04:04.000Z
2670,Kalkulus,0.0006223622559778779,6.67794701,0.0,0.3802592,4.27230181,-0.01948552,-16.35963988,-38.19993331,-61.86825726,11973.234499721852,0.0,12393.38,2021-11-24T05:03:36.000Z
2671,Cabbage,0.00113136743662,0.0,0.0,0.36249065,-0.48496678,-4.5809477,-8.76678801,-11.99474452,-21.47572555,11879.353457217185,0.0,11879.35,2021-11-24T05:04:04.000Z
2672,CCUniverse,1.1313674366233282e-05,0.0,0.0,0.36249065,-0.48496674,-36.38729847,-8.7721221,32.00788322,-21.44675208,11321.144594255604,0.0,12030.21,2021-11-24T05:04:03.000Z
2673,Aeron,0.0005649060995706341,201362.17657916,318.6382,0.36246433,74.55694286,9.19666637,89.16287409,989.10672654,34.56281799,11298.121991412681,0.0,11298.12,2021-11-24T05:04:03.000Z
2674,Kabberry Coin,0.00056568371831,0.0,-100.0,0.36249064,-0.48496678,-4.61774937,-8.7721221,32.0040447,17.78641167,11229.334396007938,0.0,33941.02,2021-11-24T05:04:05.000Z
2675,Klimatas,0.015276164464911547,13.37626223,0.0,0.3802592,41.40844489,-26.37798479,64.24885567,78.80278387,27.23184622,11043.200158706402,0.0,24063.86,2021-11-24T05:03:35.000Z
2676,Veltor,0.01979893014091,0.0,0.0,0.36249065,-0.48496678,-4.61774937,-66.73983618,-51.87352537,-57.05703741,10985.53538333462,0.0,10985.54,2021-11-24T05:04:05.000Z
2677,Galilel,0.00056568371831,0.0,0.0,0.36249064,-0.50796803,-4.5809477,-8.76678801,32.00788323,7.17412012,10990.376500655446,0.0,11201.96,2021-11-24T05:03:33.000Z
2678,CREDIT,0.00011706101407148548,12058.54485063,-63.5738,-5.41482377,-8.61474633,-20.32198564,-38.40188986,-93.48953261,-96.28140777,11130.549275178486,0.0,12439.49,2021-11-24T05:04:03.000Z
2679,STRAKS,0.00045317248658164895,0.14093664,-54.1539,0.54752147,-0.34741677,-4.44905917,-26.91254813,-64.74924134,-69.56149253,10812.200212312124,0.0,67975.87,2021-11-24T05:04:05.000Z
2680,Mobile Crypto Pay Coin,0.001116323912356413,2.5620454,0.0,-48.6769802,-35.62681309,-37.23314146,-39.98659625,-13.16492951,-56.7622339,10769.267233519131,0.0,23442.8,2021-11-24T05:03:35.000Z
2681,SovranoCoin,0.00678820461973997,12.74485417,0.0,0.36249065,-0.48496678,4.0935116,-60.18914386,-79.42734287,-82.97063928,10653.652560363444,0.0,40729.23,2021-11-24T05:04:06.000Z
2682,VectorAI,0.00056568371831,0.0,0.0,0.36249064,-0.48496678,-4.61774937,-8.7721221,32.00788323,17.82987191,10408.19065957758,0.0,10408.19,2021-11-24T05:04:02.000Z
2683,Italo,0.0005656837183116641,5.65683718,-75.8653,0.36249065,-0.45622868,-4.61774937,-54.383394,-34.01071761,-41.10679417,10120.71868046249,0.0,15777.56,2021-11-24T05:04:07.000Z
2684,Vivid Coin,0.00130130289886,0.0,0.0,0.3802592,-0.49035359,-4.56405436,-8.75063574,-5.1025359,-15.25045956,10016.830039299091,0.0,10294.28,2021-11-24T05:03:37.000Z
2685,PAXEX,0.00056568371831,0.0,0.0,0.36249064,-0.48496678,-4.5809477,-8.76678801,32.00788323,-24.00876666,9940.04996887988,0.0,14604.8,2021-11-24T05:04:04.000Z
2686,PLNcoin,0.0005656837183116641,1.13e-06,0.0,0.40873619,-0.48496678,-4.61774937,-8.7721221,32.0040447,17.82987191,9667.308472459015,0.0,21801.45,2021-11-24T05:04:07.000Z
2687,Guider,3.836193287364502e-05,28.46775601,13.4387,0.30981204,-4.70525786,-3.4889626,-15.46465363,-15.9016073,35.17721211,9559.081674638204,0.0,9957.38,2021-11-24T05:03:32.000Z
2688,JavaScript Token,0.00118814612505,0.0,0.0,0.3802592,-0.49035359,17.89146227,-20.15680627,26.02983374,23.8080243,9495.6590788151,0.0,9495.66,2021-11-24T05:03:03.000Z
2689,SpeedCash,0.01640482783104,0.0,0.0,0.36249065,-0.48496678,-4.5809477,-38.47062447,-10.97142759,-20.56265259,9428.592771751086,0.0,9638.57,2021-11-24T05:04:07.000Z
2690,Bitvolt,0.00056578386907,0.0,0.0,0.3802592,-0.46734827,-4.56405436,-8.75063574,32.03125439,17.91240409,9385.254277497323,0.0,34856.9,2021-11-24T05:03:28.000Z
2691,Electrum Dark,0.0023892456177855466,105.45111027,-4.112,-18.35424419,-18.64880036,-21.79352034,-21.40588087,-8.34656867,-22.74495789,9316.41458622772,0.0,9318.06,2021-11-24T05:04:08.000Z
2692,Ragnarok,0.00056568371831,0.0,0.0,0.36249064,-0.48496678,-4.61774937,-8.7721221,32.0040447,-15.86684881,9185.933885719669,0.0,56568.37,2021-11-24T05:04:05.000Z
2693,ImageCash,0.0016970511549349926,2.26839737,210.0165,0.36249065,-0.48496678,-28.43571078,-8.7721221,-33.99797765,-41.10679416,9056.167541911263,0.0,35638.07,2021-11-24T05:04:04.000Z
2694,Mainstream For The Underground,8.404111614702494e-06,38.04686381,-33.5419,0.00493681,-6.69109099,-30.69749165,-98.64466796,-35.36200895,-56.01159452,9035.593322402581,0.0,11765.76,2021-11-24T05:04:03.000Z
2695,Asura Coin,3.973645286e-05,0.0,0.0,0.40996515,-2.02221252,-5.94173318,-9.94408487,-0.73172444,-89.54465329,8779.069897846664,0.0,39736.45,2021-11-24T05:04:05.000Z
2696,Iconic,0.0147077766761,0.0,0.0,0.36249065,-0.48496678,-4.5809477,-32.22675681,17.67024425,-2.92851369,8720.145631944595,0.0,8720.15,2021-11-24T05:04:06.000Z
2697,Galactrum,0.0016970511549349926,43.78901095,-50.6382,0.36249065,-0.48496678,186.1467519,173.69963597,98.00606706,253.48961574,8697.059900237757,0.0,44598.5,2021-11-24T05:04:05.000Z
2698,Newton Coin Project,8.26883823435979e-05,3.54775989,-94.2275,0.92021876,19.04812656,-35.1290232,-14.68393888,-17.75627286,11.47032194,8672.436961231308,0.0,11284.48,2021-11-24T05:03:35.000Z
2699,ECOSC,0.010004894779407731,10064.04885156,3289.6972,0.00493681,11.08203453,24.96109287,0.02791872,66.59156952,11.13472812,8616.866786266974,0.0,10004894.78,2021-11-24T05:04:05.000Z
2700,ROIyal Coin,0.003959786028181649,0.25025848,6100.7636,0.36249065,-0.48496678,-62.89259077,-84.0341879,54.0091971,-41.10679416,8405.250327046087,0.0,83155.51,2021-11-24T05:04:07.000Z
2701,Apollon,5.656837183e-05,0.0,0.0,0.36249064,-0.48496678,-4.61774937,-8.77212211,32.0040447,17.78641166,8405.2271646571,0.0,14142.09,2021-11-24T05:04:03.000Z
2702,High Voltage,0.00557893341908,0.0,0.0,0.44026881,0.8505375,-0.87403219,-77.82065811,-71.75873237,-75.85767101,8335.878965939663,0.0,9451.67,2021-11-24T05:04:04.000Z
2703,SeChain,4.69080048104928e-07,26.74575862,252.046,0.52037572,2.26177336,-93.89713882,-37.07605413,-46.91113346,-87.77148719,7990.305386556109,0.0,32225.8,2021-11-24T05:04:03.000Z
2704,iBank,0.00169705115493,0.0,0.0,0.36249065,-0.48496678,-4.61774937,-8.76678801,32.0040447,17.78641167,7681.403371787377,0.0,7681.4,2021-11-24T05:04:06.000Z
2705,YFFII Finance,0.24010463530601245,145347.25594544,-14.9911,-6.25038492,-15.0407703,-35.01314521,0.29587635,-59.56833209,-82.50592279,7203.139059180374,0.0,240104.64,2021-11-24T05:03:35.000Z
2706,The Currency Analytics,4.266833595e-05,0.0,0.0,0.57858773,2.24697742,3.31053799,3.02608543,44.88663932,-91.00950014,6660.038119636029,0.0,17067.33,2021-11-24T05:03:31.000Z
2707,FinNexus,0.00019180022947562782,0.42720178,-96.5596,0.76361231,4.94825383,1.97655975,4.15880638,-98.26900279,-97.8451477,6611.7623793015955,0.0,33851.86,2021-11-24T05:04:07.000Z
2708,SocialCoin,0.0006176586416,0.0,0.0,0.32197321,-0.19087066,-4.72031597,-13.5908009,-14.96925941,-9.58346711,6496.79609727148,0.0,46324.4,2021-11-24T05:03:32.000Z
2709,XDNA,0.0006788204619739969,0.39371587,-98.9894,0.36249065,-13.30263217,-18.21224089,-31.57509101,-6.81796478,-21.44675206,5988.558664826577,0.0,14255.23,2021-11-24T05:04:03.000Z
2710,Cannation,0.00226273487325,0.0,0.0,0.36249065,-0.48496678,-4.5809477,-27.01343041,32.00788323,17.82987191,5604.551533100741,0.0,5604.55,2021-11-24T05:04:07.000Z
2711,Wild Beast Block,0.030552328929823094,6.75e-06,0.0,0.3802592,-2.29961989,-6.29925337,-15.04369534,-11.98172321,-10.32014337,5558.056569040157,0.0,5558.06,2021-11-24T05:03:33.000Z
2712,ETHPlus,0.004001743921766874,306.82380288,896.4305,-0.00695411,-0.0319383,-20.1147241,-19.98194393,-0.05005301,-21.73021006,5236.369959998234,0.0,80034.88,2021-11-24T05:03:32.000Z
2713,KZ Cash,0.0032243971943764858,2.56373627,-88.9846,0.36249065,-0.48496678,-28.46331203,205.88170824,318.01280823,219.23264205,5042.945902983037,0.0,60941.11,2021-11-24T05:04:06.000Z
2714,Diligence,0.00023666635904103715,19.25566601,-76.2354,-15.17769914,-39.5917884,-9.36416199,-6.73843967,-8.23817651,-48.59266356,4969.993539861775,0.0,4969.99,2021-11-24T05:03:34.000Z
2715,Abulaba,0.00032548549989,0.0,0.0,0.3831478,-0.13353051,-45.11855561,161.96570552,33.54890788,27.15920299,4911.842473764459,0.0,129217.74,2021-11-24T05:04:04.000Z
2716,Coinonat,0.0005664656082270612,3.656e-05,0.0,0.54752147,-50.17370839,-52.22452959,-54.32301331,-33.88446226,-41.00363162,4884.746232863594,0.0,5734.44,2021-11-24T05:04:07.000Z
2717,Compound Coin,8.258813966869707e-08,280.57885642,2496.2107,0.28777093,12.13973184,-9.69883752,13.1088574,-39.97636963,-75.46092336,4437.6026168195895,0.0,4483.03,2021-11-24T05:04:03.000Z
2718,Giant,0.00022627348732,0.0,0.0,0.36249064,-0.48496678,-91.52157772,-92.70176977,-92.45669239,-88.22135883,4435.227842864876,0.0,4443.71,2021-11-24T05:04:03.000Z
2719,Crystal Token,0.007297178763919586,327412.49036126,-18.947,0.44669543,4.87656877,-5.01132506,4.66011211,30.59536434,14.1504481,4118.362743512928,0.0,203116.17,2021-11-24T05:03:21.000Z
2720,Save and Gain,0.0012962838052,0.0,0.0,0.41697071,0.44696593,-2.01367876,27.90363846,83.01530482,65.94725064,3972.8506567320283,0.0,3972.85,2021-11-24T05:04:03.000Z
2721,Dinero,0.0003960487083495586,2.27658262,34.0956,0.3802592,-0.49035359,-4.56405436,-20.15680627,54.03646346,-76.41751918,3543.8156314110597,0.0,39604.87,2021-11-24T05:03:04.000Z
2722,LiteCoin Ultra,0.00339470321442,0.0,0.0,0.3802592,-0.49035359,-4.56405436,-31.56297681,-0.97943861,0.97765573,3500.9574252350285,0.0,28961.23,2021-11-24T05:03:36.000Z
2723,Helex,0.048821275845555866,1467.63931919,-37.22,-0.00695411,-2.23564307,0.66568623,-18.10286751,-34.4144351,-61.13156083,3425.2909930081787,0.0,244106.38,2021-11-24T05:03:36.000Z
2724,MoX,0.00056578386907,0.0,-100.0,0.3802592,-0.49035359,-4.56405436,-54.37531787,32.03125439,17.80726502,2844.471612342996,0.0,10410.42,2021-11-24T05:03:29.000Z
2725,DOWCOIN,0.00021321820368,0.0,0.0,0.52037572,2.26177336,-13.95771265,-26.45379133,-27.60609078,-76.78563167,2525.626232022677,0.0,426436.41,2021-11-24T05:04:03.000Z
2726,IBStoken,0.0023134662782847842,30197.39599958,-15.5877,-3.2424015,-2.83321135,-7.59737312,-8.10517954,-1.17049018,-49.29379819,2474.026603155714,0.0,3470199.42,2021-11-24T05:04:04.000Z
2727,MNPCoin,0.0011313674366233283,0.00067882,0.0,0.36249065,-0.48496678,-4.5809477,-8.76678801,55.30339203,17.78641167,2479.952905950419,0.0,4794.25,2021-11-24T05:04:05.000Z
2728,Dash Green,0.00107479906479,0.0,0.0,0.36249065,-0.48496678,-4.61774937,-71.10948287,-58.19871918,-70.16077571,2472.7723517205527,0.0,19346.38,2021-11-24T05:04:07.000Z
2729,PlatinumBAR,0.00113136743662,0.0,0.0,0.36249065,-0.48496678,-4.61774937,82.45575579,32.0040447,17.78641167,2443.8957719058358,0.0,2443.9,2021-11-24T05:04:04.000Z
2730,Storeum,8.52872815e-06,0.0,0.0,0.63186674,2.2617734,3.35436116,2.96469221,189.57563675,169.2866727,2379.5012008507465,0.0,2379.52,2021-11-24T05:04:03.000Z
2731,SONO,0.0011313674366233283,13.07559247,110.6683,0.40873619,-50.24248339,-4.61774937,82.45575579,-47.19838212,-80.36893139,2358.701019067555,0.0,2358.7,2021-11-24T05:04:06.000Z
2732,PonziCoin,0.00226273487325,0.0,0.0,0.36249065,-0.48496678,-4.61774937,-27.01769768,-11.99730353,-21.44675206,1948.4387406936244,0.0,1948.44,2021-11-24T05:04:04.000Z
2733,Staker,0.00113136743662,0.0,-100.0,0.40873619,-0.48496678,-52.30887468,-39.18141474,-47.19838212,-52.88543533,1920.831276971812,0.0,8807.7,2021-11-24T05:04:04.000Z
2734,Concoin,0.00226273487325,0.0,0.0,0.36249065,-0.48496678,-4.5809477,82.45575579,76.00539294,17.82987191,1684.0759800517026,0.0,3609.66,2021-11-24T05:04:07.000Z
2735,Fesschain,1.2198671314075952e-05,17969.73592727,562.9457,14.0906782,43.24723482,3.48249469,-95.27502255,-99.05694775,-99.01881939,1440.5800842954093,0.0,117565.6,2021-11-24T05:03:34.000Z
2736,Ethereum Meta,2.6565923117735095e-08,421889.49314044,-52.7788,-4.28830216,-9.24708811,-53.7627047,-99.77969784,-99.87986519,-99.92743373,1328.571888861399,0.0,26329459.84,2021-11-24T05:04:08.000Z
2737,Bulleon,0.00113136743662,0.0,0.0,0.36249065,-0.48496678,-52.29047385,-54.383394,-66.99802919,-52.88543533,1240.3777107497865,0.0,1312.39,2021-11-24T05:04:07.000Z
2738,OREO,1.2007338816721805e-05,48910.7293303,-44.4172,-0.00447821,-14.38362472,-64.81965063,-89.55521085,-94.43021867,-95.65161551,1115.4358405903313,0.0,6003.67,2021-11-24T05:03:31.000Z
2739,Helpico,0.0379008091268815,9.04471697,-20.87,1.93008067,-66.66246387,-66.88802698,-72.09010128,-26.90685128,-64.61125748,895.5018845745283,0.0,189829.09,2021-11-24T05:04:04.000Z
2740,Argus,0.0005656837183116641,4.8e-07,0.0,0.36249065,-50.24248339,-52.29047385,-54.383394,-73.59919106,-85.27669854,649.5882172993419,0.0,2938.37,2021-11-24T05:04:07.000Z
2741,Stakinglab,0.00113156773814,0.0,-100.0,0.3802592,-0.49035359,-36.37603624,-8.75063574,-11.97916374,-52.87709399,458.46377931062335,0.0,4574.67,2021-11-24T05:03:32.000Z
2742,Trexcoin,2.832328e-07,0.0,0.0,0.54751937,-0.34741721,-4.485914,-99.54323014,-99.3390675,-99.41025393,285.17281796731,0.0,2834.27,2021-11-24T05:04:05.000Z
2743,Innovative Bioresearch Classic,5.3830758322180955e-08,110.61518286,-10.2471,-3.59023977,-8.32533781,-6.65003763,-2.67752869,-23.17099327,-43.11448377,192.21495089206908,0.0,269.15,2021-11-24T05:03:30.000Z
2744,Nibble,0.0005656837183116641,1.98950964,-13.0016,11.56526243,10.57225913,-77.81808125,-82.78719285,-5.71139664,-34.56310463,152.4793410590389,0.0,11879.36,2021-11-24T05:04:04.000Z
2745,WETH,4265.8537697073325,3582864637.922429,24.4219,0.12852605,2.67224955,2.03026073,2.61115448,45.4070342,35.03191744,0.0,0.0,4922441042.48,2021-11-24T05:04:05.000Z
2746,Wrapped AVAX,121.87710506679251,688367031.8476334,-10.2877,1.80866212,-8.49310121,27.79965659,84.34807451,70.75081649,170.84307569,0.0,0.0,0,2021-11-24T05:04:05.000Z
2747,FLEX,3.388973299129243,577373586.6695716,0.9437,-0.38171372,1.13267897,10.24650282,25.37835822,24.13817168,73.17342874,0.0,0.0104,338897329.91,2021-11-24T05:04:03.000Z
2748,Olympus,846.2656638785224,538942839.0232944,432.6625,-1.57362773,-4.65966549,12.04481595,-27.79022442,38.93250104,173.67233514,0.0,0.0,1198336721.76,2021-11-24T05:03:36.000Z
2749,Try.Finance,0.0789738796735056,351926898.0565605,54.3725,-1.13265404,-10.05839882,-17.60721267,-99.78006214,-99.67315672,-99.75060048,0.0,0.0,0,2021-11-24T05:02:10.000Z
2750,Wrapped Fantom,2.2880061525345092,252435570.97788492,1334.8117,0.31018309,12.13302949,5.37345802,-21.67799554,72.10088028,379.24672999,0.0,0.0,0,2021-11-24T05:04:02.000Z
2751,Magic Internet Money,1.0019341569782383,244725712.14918458,-20.7761,-0.19258037,-0.00280223,-0.02772737,0.10160915,-1.10579844,-1.10579844,0.0,0.0754,1937091613.66,2021-11-24T05:04:04.000Z
2752,Lobis,4559.086946495932,221770607.81555548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94291036.23,2021-11-24T05:02:09.000Z
2753,Wonderland,8597.465860650025,116819967.29816873,-8.9135,1.93425541,-4.8743787,6.1028233,12.47394451,170.71451739,1451.27601478,0.0,0.0188,1584942831.41,2021-11-24T05:04:08.000Z
2754,CryptoMines,562.1529961496715,100693641.93698652,22.0954,-3.20570763,13.85971247,194.53506,1499.59931045,18988.62776408,41374.22782751,0.0,0.0,2810764980.75,2021-11-24T05:04:06.000Z
2755,Gains Farm,646.4444790681166,91044377.91327831,8.0061,0.47584452,0.10547403,-17.14370449,3.6934419,15.60782822,-27.09623637,0.0,0.0,64644447.91,2021-11-24T05:03:05.000Z
2756,Saitama,5.825084049557656e-08,85032617.15807468,60.3902,-2.0136669,-0.29719415,-32.12309949,17.01958858,630.3026794,6753.36256948,0.0,0.0,5825084049.56,2021-11-24T05:04:04.000Z
2757,Compound Dai,0.021816909707473336,74432764.91650033,0.4848,-0.00500169,0.41530312,0.72806806,0.64654152,0.77217938,1.05192525,0.0,0.0214,44192255.38,2021-11-24T05:04:04.000Z
2758,Linkflow Finance,0.5884885173904361,74237589.84311947,96.7402,0.93962093,11.45627403,16.08071425,28.5407639,-4.42048527,-47.96465169,0.0,0.0069,1471221293.48,2021-11-24T05:03:36.000Z
2759,Wrapped Matic,1.6946108142035838,68097259.29095432,14.9282,0.16329761,6.13170128,9.54916466,3.98393312,48.7079014,16.37583352,0.0,0.0,0,2021-11-24T05:03:34.000Z
2760,Compound USD Coin,0.02237733098988263,62330158.43587518,-2.856,-0.1311485,-0.05119692,0.03308658,0.40323241,0.76926179,1.086954,0.0,0.0,219371684.53,2021-11-24T05:03:04.000Z
2761,Wrapped CRO,0.8475814949837353,60447829.76376019,62.9646,0.83113783,11.33970662,18.60260265,18.60260265,18.60260265,18.60260265,0.0,0.0,483203108.99,2021-11-24T05:04:04.000Z
2762,Global AEX Token,0.08379030418257342,60340013.91878573,-5.403,0.39323296,-0.488371,-4.63669703,4.43543105,50.07245042,8.28129633,0.0,0.0,8379030418.26,2021-11-24T05:04:03.000Z
2763,SHILL Token,1.5344431133474046,46884280.06228487,58.2317,6.1428222,21.27533008,70.0751858,-88.86739017,-88.86739017,-88.86739017,0.0,0.0,1534443113.35,2021-11-24T05:04:05.000Z
2764,Spell Token,0.016165586260452898,43077743.94553201,-3.5061,-1.38960911,-1.30292724,-13.82654981,-37.87396959,339.4931596,948.81739039,0.0,0.0373,3394773114.7,2021-11-24T05:02:02.000Z
2765,THORChain (ERC20),9.455053098865713,39050628.18671834,50.0106,0.43352782,-0.5879335,-11.70119873,-26.10946534,19.51252137,-6.09331867,0.0,0.0,0,2021-11-24T05:02:03.000Z
2766,Paycoin,1.8859238595398924,38699921.8110085,-1.8751,0.1814571,1.68669094,51.82511392,99.59379788,205.59962931,192.63935667,0.0,0.0162,7432425930.45,2021-11-24T05:04:04.000Z
2767,KingDeFi,0.000801286728293625,37956136.60317748,8.2631,0.40099145,-0.27469716,-0.1056333,-7.10615259,-66.44977192,-82.64355884,0.0,0.0,8012866.48,2021-11-24T05:02:09.000Z
2768,FC Porto,5.461817523038829,36291825.10590182,-5.5658,-0.72400777,-9.80691464,-31.79467788,-43.40433075,-43.40433075,-43.40433075,0.0,0.0017,218472700.92,2021-11-24T05:03:34.000Z
2769,XT.com Token,18.80029829237769,36040445.06444065,2.0843,0.68206852,0.51451528,-1.62740477,11.51490638,55.61676303,44.14941733,0.0,0.0,1880029829.24,2021-11-24T05:03:35.000Z
2770,RAI Finance,1.1853685231017865,35244585.24954734,-4.7397,4.33992089,25.4060334,133.72868282,141.30809422,100.06824447,73.65723986,0.0,0.0,1185368523.1,2021-11-24T05:03:36.000Z
2771,GM Wagmi,0.00040324521562165865,33805430.60752375,20.2759,-0.09791127,-1.35040386,4.7644147,403.46294496,403.46294496,403.46294496,0.0,0.0,403245215.62,2021-11-24T05:03:35.000Z
2772,Thetan Arena,14.911518686737628,31489869.04438167,40.3514,-0.48383701,7.07907466,65.7758813,118.37248279,391.04507996,1015.30038966,0.0,0.0,6262837848.43,2021-11-24T05:02:08.000Z
2773,StarLaunch,14.32642040805528,31149862.08540883,17.7478,0.24901558,-7.43795972,191.69436884,195.32921888,195.32921888,195.32921888,0.0,0.0,0,2021-11-24T05:03:33.000Z
2774,Polkacity,1.9292210220766508,30821432.02605797,27.3503,0.06767438,21.05061744,14.08597594,585.87057707,1436.19992264,1025.67709703,0.0,0.0,482305255.52,2021-11-24T05:04:05.000Z
2775,Lovelace World,1.5284133169646312,30033829.54783358,207.32,11.42489108,11.91879735,11.91879735,11.91879735,11.91879735,11.91879735,0.0,0.0005,382103329.24,2021-11-24T05:02:03.000Z
2776,CryptoCars,1.5591906454577509,29216411.61453776,42.5452,3.58200514,30.61563168,125.96234854,270.8050148,647.19853081,164.29571656,0.0,0.0,155919064.55,2021-11-24T05:04:04.000Z
2777,Toucan Protocol: Base Carbon Tonne,7.59004831192151,28770566.09895878,-1.3402,0.28382997,6.22913955,26.48595876,32.4638823,39.93445949,39.93445949,0.0,0.0,52276176.92,2021-11-24T05:02:07.000Z
2778,Snowdog,1107.814633922087,28165900.16171598,13.798,7.73364218,-34.08874017,-80.78963022,-80.78963022,-80.78963022,-80.78963022,0.0,0.0,37814144.71,2021-11-24T05:02:05.000Z
2779,Snowbank,2264.244213100624,27424397.19406416,-6.7339,-1.18793127,-27.98242556,-38.96557628,-57.64410402,-57.64410402,-57.64410402,0.0,0.0,96298306.38,2021-11-24T05:03:33.000Z
2780,BoringDAO,0.12391622764907745,27420622.8762397,29.5161,3.31263976,-12.07929835,49.04691008,833.78898405,954.74695702,562.88674487,0.0,0.0022,247832455.3,2021-11-24T05:02:11.000Z
2781,Boba Network,5.38607472360917,26322925.81530846,-31.0584,1.76430019,-4.94823328,25.11410786,25.11410786,25.11410786,25.11410786,0.0,0.0,2693037361.8,2021-11-24T05:02:04.000Z
2782,ANIVERSE,1.3226061803624996,26155570.34645296,15.1527,1.60952867,5.4067939,45.67750333,60.73832596,56.25888953,10.44152568,0.0,0.0148,3967818541.09,2021-11-24T05:04:07.000Z
2783,Elemon,2.629963399523389,25668507.61472679,83.1175,3.85849072,-2.83124888,8.75977709,285.45792488,285.45792488,285.45792488,0.0,0.0031,5259926799.05,2021-11-24T05:02:05.000Z
2784,Floki Inu,0.00017829984256395592,25304796.87484369,19.6192,-0.23588383,5.21942239,-6.41178096,197.09547731,290.12975044,4386.30763645,0.0,0.0,1782998425.64,2021-11-24T05:03:25.000Z
2785,Multi-Chain Capital,7.981875455166656e-05,24929598.30321903,92.2172,18.41788404,33.00085147,266.85897164,266.85897164,266.85897164,266.85897164,0.0,0.0,79818754.55,2021-11-24T05:02:08.000Z
2786,KLAYswap Protocol,31.574905127724445,24486491.75483266,2.301,0.61629195,-1.06702863,0.16549268,72.54208367,55.51611446,67.4936688,0.0,0.0343,3982984832.43,2021-11-24T05:04:03.000Z
2787,UFO Gaming,4.5841449433477776e-05,23885334.30606178,-20.8565,2.04292312,9.64251293,98.8319328,315.75229018,1488.45641716,849.78667756,0.0,0.046,1180764606.62,2021-11-24T05:04:06.000Z
2788,Gold Coin Reserve,1793.7917172918058,23297640.27903881,-9.6546,-0.175784,-1.36810966,-3.30405329,0.11134653,2.37214346,0.25433757,0.0,0.0,5381375151.88,2021-11-24T05:03:32.000Z
2789,Spookyswap,23.270924322277732,23326318.96637418,31.435,0.05880083,16.22549779,11.12019276,-4.4903353,19.01430718,38.41752569,0.0,0.0,318020451.79,2021-11-24T05:04:05.000Z
2790,MinePlex,1.2774642413386565,22649041.72826577,8.185,-1.02288536,-1.79872062,76.90956315,-41.64404892,-24.63593931,82.47812456,0.0,0.0,529789970.17,2021-11-24T05:02:10.000Z
2791,Cryptogodz,2.796550612180944,22183281.17283842,-35.261,-0.67236425,-1.46656177,229.84271892,133.06733451,133.06733451,133.06733451,0.0,0.0,206944745.3,2021-11-24T05:04:04.000Z
2792,Numbers Protocol,1.380049665964861,21469010.39827419,87.9315,-10.69376792,14.87906998,92.03974488,92.03974488,92.03974488,92.03974488,0.0,0.0022,1380049665.96,2021-11-24T05:04:07.000Z
2793,Metahero,0.12095656188291623,20278682.50337615,20.1603,0.51136791,7.9102271,20.0919624,26.90637122,14.64882331,282.4186791,0.0,0.0,1209565618.83,2021-11-24T05:02:07.000Z
2794,BlockWarrior,0.8527430117953051,19929649.62143868,0.1074,2.75960607,2.75960607,2.75960607,2.75960607,2.75960607,2.75960607,0.0,0.0,85274301.18,2021-11-24T05:03:32.000Z
2795,Popsicle Finance,22.825367064329107,19590546.32912849,-11.3565,-0.4093778,-4.63983527,-18.02893104,-32.80836966,211.40235625,1198.80049932,0.0,0.0115,1574950327.44,2021-11-24T05:03:36.000Z
2796,VVS Finance,0.0001310234668810145,19441580.01853221,11.2,0.74230831,13.12701296,0.0,0.0,0.0,0.0,0.0,0.0,6551173.34,2021-11-24T05:02:04.000Z
2797,BNB Hero Token,3.5627415470915067,19377841.02797295,99.0084,2.379146,39.40101945,464.11572599,464.11572599,464.11572599,464.11572599,0.0,0.0,356274154.71,2021-11-24T05:04:06.000Z
2798,Invictus,1275.8026618204542,19359103.57903023,-3.5722,-0.6275461,-10.41094477,85.12627576,106.26233731,106.26233731,106.26233731,0.0,0.0,134504047.23,2021-11-24T05:02:10.000Z
2799,DNAxCAT Token,6.3659336041974885,19289715.20430323,88.0129,-1.11761122,21.01526847,89.00741857,223.36294231,722.89591067,647.21554674,0.0,0.0,636593360.42,2021-11-24T05:03:37.000Z
2800,Scallop,6.363247664687822,19146582.14170856,-35.7331,4.13052965,-9.02847164,95.56094094,-95.89912487,-95.89912487,-95.89912487,0.0,0.0026,636324766.47,2021-11-24T05:04:06.000Z
2801,CryptoBank,0.008705633791777155,19054167.25413936,-21.2688,0.5600598,-42.58843609,-41.46878827,-17.61663248,-57.71332248,-34.64024338,0.0,0.0,87056337.92,2021-11-24T05:02:11.000Z
2802,Hector DAO,210.1510484772675,18122297.91391214,661.7605,-2.70159888,-1.01321321,-10.58985806,1135.18367087,1135.18367087,1135.18367087,0.0,0.0,31114516.4,2021-11-24T05:02:07.000Z
2803,Cryowar,2.33387248907723,18102451.94671313,-10.3594,1.74583696,12.21664507,40.44866533,26.01725344,26.01725344,26.01725344,0.0,0.0,2333872489.08,2021-11-24T05:04:06.000Z
